comment,label
一直期待的苹果12，非常好用，外观非常完美，音质也好，客服非常有耐心，拍照效果就不用多说了，运行速度超快，待机时间也长，颜色非常完美，,1
包装完美，物流很快，颜值超凡，做工精良，操作简单，屏幕清晰，速度贼快，完美。,1
我服了，客服简直不要太差，根本解决不了问题，还有那个白条也没告诉我是后面付款的,0
鼠标不灵，我才开始用两天就卡，双击点不了确定。好差好差。,0
买了没两天就降价了，降一天这是什么体验,0
电脑已经使用一星期了，电脑外观较为轻薄，散热性能较好，我主要用于备课和文档编辑，运行速度快，使用不卡顿，键盘打字也很顺畅，工作效率提高了很多，windows11的系统使用还有一个熟悉的过程，整体使用感觉好。,1
刚买不到五天就降价 还不给补差价,0
双十一价格比双十二还贵300就很无语，电脑也是一堆小毛病,0
电脑今天刚拿到手 一天就配送到了，然后是第一次买电脑 很多不懂 开机激活全靠客服小哥手把手教，很用心！电脑暂时用着没什么问题 给个五星给客服小哥！,1
618活动把价格标高，还说能优惠几百，结果现在618过了，价格还是优惠后的价格，我搞不懂你们这是搞得活动，直接差评送你了,0
屏幕效果：这个显示屏完美，很细腻，散热性能：很pro，没有任何风扇噪音，其他特色：低音效果很好,1
打个王者卡的起飞这苹果真烂,0
第一次买电脑，觉得这个电脑很好用，想了很久才下单的，现在也是用了快一个月没有任何卡顿！,1
手机真是高端大气上档次，早就想买这款手机了，这终于到了，今天下决心购买了，紫色真的非常漂亮，大家看一下图片是比较优雅的紫色，外观美丽很吸引人。运行速度也是很快的，拍照效果很棒，非常的清晰。玩起来整体来说很流畅，实在是太满意了。,1
618特价买的，很快收到。运行非常流畅，还是喜欢ios系统，拍照效果好，广角摄像头确实不一样的体验，外放音质不错，续航还好，而且很轻，之前买的xr，太重了！，缺点就是无充电头，自己买了个原装的～,1
这玩意 质量质量不行 换货换半个月 现在还在售后部 现在退款在磨磨唧唧 还预见10多多天 谁买谁人才,0
京东618价格给力，对价格很满意，苹果的产品做工一直是行业一流，不得不服。主要是看视频上网，续航很不错，自带的充电器一小时多点就能充满，屏幕音质都很棒，很棒的产品。手感一流，铝合金的质感是大塑料不能相比的，本想买iPad，发现不如这个实用，就转买这个。应该是一手货没问题。,1
花了小5000块买个电脑没有鼠标，没有电脑包没关系，但是咨询人工客服能给人着急死，半天蹦出来一句，最后以我道歉不该问问题结束。想哭?,0
不满意，非常差，手提包都没有一个，没有任何常规配置,0
预装的office激活不了，教程和实际不符，把教程里所有方法试了一遍还是无法激活，一晚上时间全用来搞这个了，体验极差！！！！,0
IPhone 13 Pro远峰蓝这个颜色真的好看，续航时间也很满意，不像以前一样，要一天充两三次了，分辨率也很不错。而且现在也有屏幕高刷新率了。很好用。,1
运行速度：挺快的，屏幕效果：清晰度和分辨率都还不错，散热性能：还可以，外形外观：很好看，配色很好，轻薄程度：轻，其他特色：个人觉得还是很好的，很值得购买,1
几千块钱的东西，都放保安室了，连个电话都不打，也没有确认人签名就走了，太不负责任了吧，服务态度一点也不好,0
外形外观：使用手感舒适，屏幕音效：声音响亮，屏幕高清，拍照效果：专业设备水平替代相机，运行速度：响应速度快，待机时间：比上一代待机时间有突破，其他特色：外观颜色体验非常好看,1
太喜欢了。终于到手啦。今天双喜临门，重要的考试也过了，喜欢的电脑也到了。开心??,1
颜值高，质量很好，做工精细。键盘也很灵敏，开机后有语音指导，送的还有电脑手提包，鼠标垫和鼠标，客服也是非常有耐心，值得购买哦！,1
买电脑就顺带买个电脑包，结果买的华为电脑给个联想包问客服，客服永远都在人工智能回复中！服务真不咋地！,0
很不错 包装完美，屏幕效果：还可以，运行速度：目前还不知道，外形外观：美丽！！！！,1
送货速度快，笔记本电脑颜值超过我的预期。很薄很轻巧。超喜欢。电脑性能还有待实际使用验证。,1
不错，内存大，性能释放大，同时也伴随发热很狠，120hz高刷需要手动调，默认60，开高刷很爽，离开电源还是别开高刷了,1
苹果手机还是很不错??，好用，流畅！，外形外观：大方得体，屏幕音效：颜色很漂亮，拍照效果：效果真的非常不错，运行速度：流畅,1
发货快，包装严实，商品质量非常好，618比专柜便宜很多，客服服务态度也特别好，好评，性能拉满，非常适合我的日常学习和办公,1
乖乖来让我如何相信，联系客服没有人搭理都是机器人回复,0
一个月降了一千，不保值。,0
买了没半个月又减价，心情真不好,0
第二台联想家的电脑了，对联想家的电脑很信任。小新系列轻薄，适合出门携带，小新air14磨砂质感不错，手感很nice。外出办公很不错的选择。，运行速度：运行速度很快，屏幕效果：对于14英寸的电脑1080p的分辨率带来的体验还是很不错的，轻薄程度：比拯救者轻多了哈哈哈,1
不愧是大品牌哇，用起来很放心，也有售后服务什么的，质量非常好，而且好漂亮呀，赶上活动购买的，有满减，非常的划算，性价比很OK呀！,1
新电脑开机二十多分钟没有打开,0
经常无法连接网络。CAD也总是闪退无法保存。,0
浏览器经常用着用着就不行了。很多次了。,0
这个价格不想说了 收到第二天便宜一百保了价 过几天便宜了三百,0
外观设计还是好看的，银色可行，logo小。买的第二部联想笔记本了，屏占比越做越好，屏幕分辨率好，开机顺畅，目前用起来很顺利，感觉不错,1
一直在降价还不保值 千万别买！,0
手感很棒，也很漂亮，系统很流畅，很轻薄，屏幕观感也很不错。小巧，日常带着也方便。，比较推荐大家购买。轻度使用的话，续航不是问题。,1
不说了，买了就2天居然降价400还无法价保，说多了都是泪,0
收到货连个电脑包都没给，不知道是华为没给还是京东自己私自扣留下来了，像电脑包一般厂家都会又单独赠的,0
身为一个软件开发工程师，M1 macbook pro笔记本性能确实很好，功耗也是让人觉得特别帅，基本接电源100%电量跑着，运行流畅，而且配合PD虚拟机+win11简直惊到我了，平时想用笔记本玩个小游戏，用win生态软件也是相当不错，总之笔记本不错,1
外形外观：银色的真的挺贵气的~~看着很好看啊！！，屏幕音效：音效还行~~屏幕亮度的话在大太阳下还是会有点不清楚，拍照效果：拍照清晰度一绝，跟相机有的一拼了，适合我这种对摄影只有三分钟热度的朋友呀，运行速度：很快~~,1
很好啊，这东东值，挺符合预期的！，选了很久终于看到一款性价比高的，果断下单，到货果然符合预期，产品手感很好，够薄，重量又适中，屏幕显示效果很好又够大，开机速度很快，不是过往老旧电脑可比，标压CPU性能不错，已安装不少软件上去，运行起来很静音。37号客服很好，有问必答，很好的一款电脑，推荐购买！,1
这款电脑真的非常颜值很高，老婆一直想买一个笔记本电脑，因为他喜欢轻便型的，看了很久才看中这块电脑，在实体店里看了看喜欢。在京东上看了看也很喜欢，于是确认了就选这款了，京东上价格也比较实惠，物流也很快，我而且我们还买了三年的保修服务，真的是很贴心，很划算，很方便。,1
没想过京东服务可以这么差现在,0
小新15大屏幕，窄边框，如果再配送鼠标，和?背包更好，运行速度：非常流畅，屏幕效果：屏幕细腻，清晰度高，散热性能：散热很好，，外形外观：金属外壳，，轻薄程度：超薄机身，携带方便，其他特色：I5处理器，玩游戏也不卡，带数字小键盘,1
4月份第1批就预定了，盼望中，盼望着，5月份终于收到货。 拿到手后感觉很好，整体轻薄，a面双色设计大气，接口齐全，开机9秒，看剧办公用着很爽。,1
外形外观：非常漂亮，女儿很喜欢！，轻薄程度：拿着很轻，方便外出携带。，屏幕效果：非常棒！，其他特色：开机后有安装软件指导，非常贴心！，运行速度：非常快，很满意！,1
物流很快，收到很满意，电脑很轻薄，出差携带很方便，屏幕分辨率很高，画质很清晰，外观设计简洁大方好看，运行速度很快，不卡顿。,1
小巧玲珑的，手感很好，在他家买了3个平苹果手机，发货速度快，第二天早上就能收到，外观设计很好，个人比较喜欢用苹果手机，帮家人也买了几个，太喜欢了，，拍照效果：很清晰，待机时间：长，其他特色：颜色好看,1
电脑很好用，内存足够大，做图很方便，有数字键盘，整体很不错，也很轻便。，运行速度：运行速度快，散热性能：散热效果很好，屏幕效果：屏幕清晰，轻薄程度：整体不重适合在外出差还用,1
石墨黑，有掉漆的点，翻车，大家不要在京东买苹果了。客服不给退。,0
一年一度的iPhone，每次打开都是满满科技的味道，掀开屏幕纸的那种酸爽，真的非常的激动，之后就像平日一样使用。,1
华为笔记本电脑 用着非常的舒服 运行非常的快 华为笔记本电脑和华为手机可合二为一 买着放心 用着舒心 安全可靠，在这里推荐大家使用！,1
首先没得说的是到货速度比我想象的还快 其次第二电脑颜色真的绝了 女生最爱的粉色不是粉的那么离谱显幼稚 是偏银 低调又不失可爱不是很吸睛那种 我好喜欢太适合女大学生用了 运行速度流畅还有新手指导 客服很有耐心第一次是物有所值了,1
外形外观：好看！！！紫色是真好看！女朋友很喜欢，（买给女朋友的）！！！，屏幕音效：声音很好，铃声很大！！！，拍照效果：拍照可以！不错！！！，运行速度：很快！不卡机，A14可以，待机时间：不错！！满意！！！，女朋友喜欢，什么都好！,1
新买的电脑，刚两天，已经蓝屏了2次,0
东西是个好东西，刚买几天就降价200，太@了！京东电子产品惯用伎俩！,0
用了几天才来评价，总的来说就是很满意，电脑很轻薄，用起来非常流畅，玩游戏都很顺畅，非常好！！！,1
同事推荐的，果然很给力，电脑很薄，做工精细，外观简洁大方，键盘用着舒服，开机很快，自带系统，很方便，屏幕看着舒服，目前用着还没发现缺点~值得推荐~,1
才开始用就非常非常卡，慢死了,0
笔记本送货真的是超级快，早上下单，下午就送到了。收到笔记本，外观和颜值非常喜欢，非常漂亮，重量也非常合适，整体做工，很给力。顺利开机，现在已经用上了。,1
电脑隔天就收到了，快递速度很快，屏幕还是90hz的，效果很好，也可以保护眼睛，开机秒开，办公室用着很方便，整体效果很好这款电脑,1
用了十天左右才来评价的，整体感觉不错，尤其喜欢的是音效，听音乐清脆悦耳。运行速度也很快，不卡顿。售后服务相当耐心，表示很满意。,1
包装非常好～快递服务也超级好！赞！，运行速度：很快！太赞了！我终于拜托了我的旧电脑。而且开机激活什么的也很清楚～步骤清晰～，屏幕效果：很好呀～一开始是150%的缩放比例，感觉不太舒服，换了125%以后舒爽多了～色彩度什么都很好，看起来超级舒服。，散热性能：据说是散热性能最好的电脑～我看后面的散热的确挺好的～还和同学讨论了一下，各种散热设置的区别～真滴挺不错的～四角还有一点点垫高，散热口也很大～很赞！，外形外观：好看的～银色机身银色键盘～就是我原来那个惠普的缩小版～好看好看～一开始看键盘有点不太习惯，想了想是我原来有键盘膜～嘿嘿～立马安排！，轻薄程度：很轻薄！真的太棒了！办公本！，其他特色：超级好看！哈哈哈！店铺客服服务态度超级好嘻嘻嘻！十分满意！赠品也十分满意！除了那个电脑包太大了～所以想买的小伙伴记得同时下单尺寸适合的电脑包！,1
只能说不值这个价、系统动不动就死机、屏幕有两道很明显的划痕、醉了、,0
手机还不错，快递也很快，外形外观：新颜色yyds，拍照效果：苹果我觉得一直老样子,1
Thinkbook14+的屏观感好，而且亮度也是高达400nit，画面显示明亮、清晰。CPU性能释放出色，功耗可达50W，散热能力好，在高负载情况下，风扇噪音不是很大，日常办公使用体验较好。，，拓展性强，硬盘支持拓展，后期可以自主升级。接口非常全，该有的都有，不用依赖拓展坞。机身质量经过军标测试，支持一年的上门售后服务。续航能力中等水平，适合经常我这种插电办公使用的选择。,1
还是很不错的 颜值很高 用起来很流畅 内存很足 一点都不卡 质量很轻 很方便携带 很值得入手 要是能送点东西 就很好啦,1
辣鸡，居然开不开机。我果断退了！,0
手机外观非常漂亮，质感非常棒，查询了一下，是正品，音质非常好运行速度非常快，物流也非常快，昨天下单，第二天就到了，我相信京东一直在京东买东西，对京东非常满意，需要下载的小伙伴赶快下手。,1
13pro真的香，用完以后回不去了，手机画面比12系列流畅太多，苹果Promotion YYDS，电池续航有了这颗自适应屏幕后用一整天完全没问题，再也不用出门就带充电宝了，玩游戏也很流畅，基本不会发热，信号也比前一代iPhone 好了太多，果然还是13香,1
质量很好，颜色很喜欢，用起来不卡，不用清理垃圾，第一次用苹果手机，真的爱了，尺寸也刚刚好，不大不小，用起来很方便，也很实用，广角镜头很实用，拍照很好看，很喜欢?,1
电脑外壳有一个很明显的压痕，处理结果就是让留着用，出了问题再说。发货时怎么不好好检查一下！,0
手放上去感觉漏电，客服说正常漏电，对身体无害。京东说厂家说没问题就没问题，他们不做处理,0
运行速度：那还用说，流畅，稳定，快速。，屏幕效果：最强屏幕，色彩，亮度，流畅度，无敌一般的存在。，散热性能：就没听到风扇声音。，外形外观：不错，很喜欢的样子。，轻薄程度：非常满意，最喜欢的本子了。,1
29号幸运抢到最爱的最好看的石墨黑色，4号就送到了，机器的外观内在表现都完美，感谢京东、热爱京东、永远支持京东！特别表扬快递小哥一如既往的优秀服务水准！，个人认为颜色排名：石墨黑、金、银、远峰蓝，仅供参考呵呵,1
***买了不到半个月，降价600！渣,0
就当我是** 自己激活了，618拿出来卖的跟开玩笑一样的,0
电脑比想象好看，颜色耐脏，轻薄小巧方便携带，开机也挺快，正版的office跟window11很香，键盘也很好打字，新电脑就是舒服，反应也快，价格也很划算，目前一切正常,1
昨天拿到的新机，外观做工都很不错，手感很好！，马上装了PR AE **D运行了一下比较流畅！这下我就放心了！，Offrice安装也很顺利！很满意的一次购物！,1
还不错，虽然玩不了什么大游戏，cf.英雄联盟无压力，物流很快客服态度很好,1
太差了  真的就是没法说  直接软件闪退  我能有什么办法  客服也联系不上,0
什么都没，就一个裸机，买电脑就这样的吗，要求送鼠标，电脑包,0
外形外观：外观很好看 跟i phone4很像 但是薄很多，拍照效果：拍照效果很好 分辨率很高，运行速度：现在来看 运行速度还是不错的 不知道后面随着系统升级 会不会卡，整体来说还不错 用起来也很顺手,1
京东快递的物流真心强大，当天订货，第二天送达，试问一下哪个商城做得到。？没有吧，外形外观：好看，屏幕音效：清晰度很高，拍照效果：超清，自拍更棒，运行速度：非常非常非常的超级快,1
手机容易发热，耗电快,0
刚买完就降价二百，体验差,0
8-9千块钱的手机，连个充电器都没有！不是家里有个神经病吵这要苹果，谁买这破手机,0
和说的不一样，买的带蓝牙鼠标，货到了没有，钱收了，要求尽快解决,0
到手激活一小时，崭新的卡卡卡顿顿顿，失望！,0
运行速度：很快，玩了两把游戏丝毫不卡，屏幕效果：还行，这个一般，散热性能：挺好的，外形外观：好看的，很小巧，键盘也比较有手感，轻薄程度：很薄的，其他特色：扬声器和背光灯设计我很喜欢,1
外观很好看，接口非常丰富，使用感觉不错，声音非常小，键盘手感很好，这几天用下来很喜欢，屏幕效果：屏幕很喜欢,1
没搞懂为**装拆开的机器  也会发给顾客,0
发货还是挺快的，目前还没有发现网上所说的问题 ，但愿不会遇到啦。 电池续航：一天下来用不完 很满意 通信音质：很清晰 拍照效果：稍微拍了一下 个人感觉很好 运行速度：非常快,1
噪声太大，一开机就风扇就呼呼响。,0
背侧外壳一侧有开封，用手轻压有异响，已退货，但是钱还没退回账户，找不到反馈的路径，京东售后一如既往的差。,0
电脑包装很完美，性能也够用，打联盟也不卡，办公互联也很方便，是不错的选择,1
今天中午京东小哥就派送了！那么快能拿到非常的满意！机子晒图一下?，配合上陶瓷膜和手机壳完美！关于数据转移，有视频网上找找，旧手机打开蓝牙和无线网，然后关闭屏幕，然后滑动屏幕，和新手机靠在一起就有提示一件传输数据，整部手机数据都过去了，轻松换旧手机的过去新手机！踏紫而来！?新的手机，新的气息和活力！,1
给媳妇买的一款轻薄型电脑，感觉还不错，高端大气又不贵，携带方便，办公用品。一次不错的网购体验，一直选择京东，物流很快。，运行速度：快，屏幕效果：好，无坏点，外形外观：高端大气,1
太差劲了，买回来还不到一个月就非常卡顿,0
电脑用着还可以，就是电池是残次品，充满电一两个小时就没电了，客服说可以用8个小时，我买了几年的笔记本都比这个用的时间久，客服让我去修，修电池么？  总之太垃圾了，不好的购物体验。,0
这段时间想换个笔记本，调查了一个星期最终确定这个，等了半个月终于拿到了，质感很好，物有所值，使用起来很好。,1
外形外观：外形很轻巧，比想象中轻薄，屏幕效果：屏幕效果不错，显示分辨率还挺好的，运行速度：运行速度很快，比较满意,1
iPhone的续航比之前提升了很多，性能外观都比之前的要好看 和使用 15系统，漏洞很少，很稳定 ，只要大家入手 ，喜欢苹果设备的用户可以放心购买苹果产品大家完全可以放心不会出现太多售后问题 ，即使出现生活问题 联系商家解决就可以,1
电脑颜值高，配置也高，很舒服,1
电脑目前看来还是很不错的，高颜值，轻薄，十一代处理器速度也很不错，画质相当不错，键盘敲击感很好，指纹灵敏，物流的话还是比较满意的，本次购物体验还是不错的,1
轻薄程度：很轻薄，意外之喜，屏幕效果：屏幕分辨率高，颜色鲜明，运行速度：快，外形外观：漂亮，散热性能：不发烫，我每天工作开12小时以上。收到真是惊艳。另外商家客服好，售前好，售后反应迅速，第一时间给了报价，发货快到货也快，非常满意，还会再来。,1
家人们千万别下单，下单就是亏的要命，散热性能：很差，客服态度差，找个人工，结果人家九点就不上线，上线之后回复极其慢，还没有开机就卡死在那里了,0
别的商家都送电脑包，鼠标，鼠标垫。这个商家只有电脑，建议买不起电脑包的，买不起鼠标及鼠标垫的亲们不要购买。,0
香，真的香～虽然是丐版，但是完全不影响入手体验，无论运行速度还是操控体验绝对都是一流品质～笔记本界的跑车级！,1
电脑太卡了，一点也不好,0
给对象买的小电脑 给她学习和开网课 ，对象印象挺不错 很喜欢粉红色,1
开不了机 客服全是自动回复 解决不了问题 这么大品牌开不了机 真失望,0
刚买完，就便宜了，感觉挺坑的，唉，差价保护也没啥用,0
笔记本很好用，特别是键盘触感很好，以前用过一台d14，这次换成d15大屏就是爽，办公超给力，支持华为，已经华为全家桶了,1
外形外观：手机挺漂亮，大小很适合小女生使用，也不会很重。，屏幕音效：屏幕非常清晰，给视网膜屏点赞?。音效也非常好，听音乐很爽！，拍照效果：照片很清晰，放在电脑上看也同样清晰。，运行速度：速度很快，点哪指哪，不卡顿。,1
无法价保，真的垃圾，明明优惠了400，就是各种理由不让价保,0
垃圾产品垃圾产品垃圾产品,0
喜欢！华为真的很懂中国人，以后手机也要换华为啦！！，可惜这款电脑 只剩下这一个版本的了，想买i7 16g 的,1
大哥，麻烦你们看下地址是哪，你们送哪里了,0
石墨色真的超级好看，pro单手握持比pm要舒服很多，续航啥的还有待测试,1
第一次开机点击设置就出现白屏情况，客服也没有回应，点什么都没有用，一直是白屏的情况，真的是差劲死了，一点都没有像网上说的那样,0
跟11的比拍照颜色发黄，有色差。不知道咋办,0
直接给我卡在这不动了怎么说,0
还是国产手机好，真是烂苹果,0
买了不到一个月就降价了，真服了，慎重购买,0
用了不到一个礼拜就降价300，还不能保价,0
打开软件时偶尔回闪退,0
这款电脑很不错，我非常喜欢，而且开机很快，非常不错的一次购物。,1
运行速度：运营的速度很快，一天就到了，质量很好，没有异味。，屏幕效果：屏幕清晰，色彩鲜艳，音质好，运行快，外观漂亮，运行速度快。，散热性能：不发热，不过还是很好看的，很好看，很喜欢。，轻薄程度：很轻薄，但是不影响使用，不影响使用，不会影响视频。,1
垃圾 用了2次就白屏了,0
京东物流不用多说了，次日达很赞??，运行速度：运营很快，开机也很快，屏幕效果：屏幕没问题，没有漏光，散热性能：可以调节模式，风扇转速也会变化，外形外观：时尚，办公出差也合适，轻薄程度：便携，重量可以接受,1
鼠标标配都没有，真差劲！,0
派送速度超快！非常的轻薄，小巧。看了很久，这款性价比还是不错的，给老爸当生日礼物，他平时处理文件照片够用了。老人家挺喜欢的。,1
电脑抢的首发，收到货很惊喜，银白色很漂亮，开机很灵敏很快，大小也合适，真香！,1
质量非常好，开机速度也很快，14寸的屏幕不大也不小，是商务本的天花板了。最惊艳我的还是外形了，又漂亮又紧致。，轻薄程度：轻薄刚刚好，不会太厚重。便于学生携带。，散热性能：散热性能也非常不错。玩了挺长时间小风扇也没有开。，屏幕效果：屏幕分辨率很高。总体来说是一次非常满意的购物。，希望国货华为越来越好。,1
你们这是干嘛，我就登个word写一篇文章，每次都弹出这个，登录又要重复几遍，每次都是跑来跑去，你们这个word是想干嘛，麻烦的要死，浪费时间。还有那个PPT一样的问题，就不能简单一点吗，麻烦的要死,0
收到啦，用了几天，暂时没有发现什么问题，颜值也很高有送电脑包和鼠标，等再用一阵子再追评，这个价位也很不错了,1
选择华为本本真可以的，启动很快，小白都能寄几安装很方便。加载软件后运行顺畅，性价比超高。等使用一段时间够再来追评。,1
我和同事同一天购买，价格却不一样，京东自营杀熟？一星我都不想给，一星给快递小哥，真的是离大普！下图为证，我买的3599   我同事买的3519,0
终于收收到了心心念念的电脑，很喜欢，很不错。外观小巧，很适合女孩子，姐妹们给我冲,1
活动期间购买，优惠力度很大，的确比平时便宜很多很多，而且苹果12很好用，自用很好,1
使用体验：M1芯片下的新一代苹果电脑，使用超级棒，尤其在视频渲染及图像处理上，速度秒杀我以前的台式，配送体验：次日达，送货到家，配送体验超级好，包装：包装的特别严实，很精致,1
外形外观：很好看 以前一直用的黑色 这次换了颜色用，屏幕音效：很不错，拍照效果：很清晰 越来越好，运行速度：苹果重来不卡顿 之前的也是,1
很好，很不错，我也不太懂电脑，买苹果的应该没错了，16英寸的，屏幕挺宽广的，总之很喜欢。用了各种券，买下来2万的样子，还行吧。，运行速度：超快，屏幕效果：炫酷，散热性能：很棒，外形外观：漂亮,1
荣耀笔记本电脑，做工精致，系统流畅，华为的质量还是让人放心的，现在国产的电子产品也就华为了，我的华为手机口门卡了3年了，还很流畅，相信华为，支持国货。,1
买了第二天就送到了，电脑运行速度很快，整体很漂亮，边缘齐整无锐感，16寸也不重，屏占比很高，续航也还可以。,1
一点都不好用，充的电，一会就用完，电脑刚买来，稍微用一会就发热。,0
刚买2天就送care，相当于便宜的800元，还不保价，太坑了，体验很不好,0
每天电脑都有一个问题，真的是每天都有，慎重考虑各位,0
风扇噪音太大特别是玩游戏的时候,0
包装很好，没有破损，质量很好，使用感觉不错，值得入手，华为信得过的大品牌，对一个女孩子来说，电脑长得好看就很开心?,1
这台电脑买回来，孩子不喜欢，想更换一台，不支持，对你们商家服务不满意,0
自营也不靠谱啊，摄影头里面都是灰。,0
外形外观：外观漂亮.银色适合女孩用.特别干净漂亮的一款手机，大小正好.，运行速度：速度得快.嘎嘎的.，拍照效果：拍照很棒.前置摄像头不错.,1
真的一般，动不动就死机，我都怀疑是不是给我发的二手的。,0
买回来三天就降价四百多。也不能保价,0
收到快递后迫不及待拆开来看看，打开后超级喜欢?里面的程序优化得很好，摸起来也很有质感，高级感一下有所提升！比我之前用的电脑感觉更得我心，没收到前没想到那么好，完全出乎意料,1
发货速度超快，快递员送货及时。物品很满意，开机速度快，颜色很满意。买的樱花粉，键盘银色。美观大方，适合学生一族。,1
手机刚买回来就卡顿，客服爱答不理的。,0
笔记本的颜值真的很高，边框很窄看着很舒服，很轻很薄一个手拿起来不费力，非常适合外出携带，拍了一下背面散热孔很给力，长时间办公使用不用担心发热发烫的问题，选了好久的笔记本赶着有活动拿下，配置I5 11代处理器加上16G内存512G固态办公学习戳戳有余，很赞的一次购物，好评！！！,1
刚收到电脑，这个品牌还是相当不错，终于抢到了，之前看还没有货呢。货到之后比想象中轻薄，非常轻薄，屏幕足够大，居家办公学习，真是不错的选择。,1
物流很快，上午下单，下午就到了，手机运行很流程，手感也很好，很不错，APP启动起来特别快，外形外观：时尚，手感很好，屏幕音效：音质好，拍照效果：清晰度高，运行速度：流畅,1
非常好的手机，速度很快，iOS操作系统使用很方便。，iPhone12支持5g，相较于4g网络，速度非常快。，双卡设计的非常巧妙，省去了手机内部很大空间！，ios15操作系统体验非常好，新增了很多实用功能。，相较于iPhone11，手机续航能力有了一定提升。，京东物流速度也很给力！,1
东东买手机我可太放心了，活动力度大，发货快，贼拉稳，外形外观：12现在堪称是真香机了，性价比很高，屏幕音效：看的很舒服，顶级OLED，拍照效果：很流畅，夜景差一点，运行速度：快就一个字，我只说一次，待机时间：续航还是不错的，一天一充稳稳的,1
运行速度：速度惊人，屏幕效果：精彩绝伦，散热性能：散热卓越，外形外观：炫酷大气,1
外形外观：首先机身超薄，比较轻巧，颜色是漂亮的淡粉色，整体看起来特别高级贵气，适合女生使用。，运行速度：速度超级快，尤其是指纹识别这个功能，我开机只需要三秒，其他操作的也话特别流畅，完全不会出现卡顿的现象。，屏幕效果：屏幕面积比较大而且较为清晰，平时看个视频啥的完全够用了。,1
运行速度：可以，快，屏幕效果：屏幕清晰，高色域，散热性能：也很好，我就看看电视，我不打游戏学设计的觉得够了，外形外观：银灰色很好看，轻薄程度：不厚，很轻巧，好用，其他特色：很轻，适合女孩子用，耐看，好看 推荐，这个价位感觉还可以，我也不懂，目前都很好,1
之前买了战66由于usb口有问提退掉了，然后赶上了这个首发，拿下，今天收到了很满意，反快，接口多，买一个大容量tf卡扩容量，继续观察长期使用情况,1
不插电源就直接开机了，不想多说，懂得都懂,0
京东的价格太乱了，购买半月降价500，客服好强调霸王条款，晕了。建议以后买京东的东西要考虑考虑再考虑。,0
电脑可以，就是不知道为啥没有电脑包，第一天收到电脑拆开了是抱着回去的，一直想不明白是要自己买个包吗,0
刚买不到两天 降价五百,0
收到包装，手机盒封条被拆开一条，无语?,0
电脑快递很快 外边的京东包装箱子破损了 但是里边苹果的箱子完好无损 对于学校这种暴力快递还能接受  电脑很满意 Apple全家桶集齐了，运行速度：开机很快，散热性能：使用没有发现发热情况 充电时候会发热,1
运行速度：9秒开机，速度很快，屏幕效果：高清，色彩逼真，散热性能：散热性能：散热很好，外形外观：超薄超轻，单手拿很轻松，其他特色：英特尔I511代处理器16g内存，运行速度很快，,1
一直钟爱华为产品，从运动手表，手机，耳机，这次终于入手华为电脑，身边同事都在用华为，回馈都很满意，赶上这个活动，还是现有库存才能发货，有些小慢，到手很喜欢，颜色跟图片一致，深灰入眼真的很舒服。整体外观设计都简约大方，logo也是很亮眼。开机没说那么慢，操作一会很流畅，支持华为！??,1
1.续航时间说有6～8小时，实际只有一个多小时，2.office没法激活,0
有划痕，客服不处理，垃圾,0
没用多久就出问题，联想电脑越做越差,0
7月12号买的，今天降了100，才17天呢！去保价居然过了期限，一个月的保价这里变成了七天保价，坑,0
第二天就送到了。电脑非常漂亮，很轻薄，硬盘很快，12代i5性能非常不错，视频编解码很流畅，到手后记得到官网升级BIOS微码。除了高负载时风扇声音有点大以及充电器不好携带，其他地方都非常不错。,1
第一次买联想的笔记本，看的知乎测评和朋友推荐的，很不错，续航能力很好，全金属的用着感觉就是不一样。,1
配置和质感都还好，预装的win11，很好，很流畅，总体来说都很好，自带的充电器跟手机的那种一样，很小巧。物美价廉，物流给力，值得回购,1
电脑是今年2022新款，联想thinkbook的品质一向是有保证的，做工非常细腻，全金属机身，机身插口丰富，传输快，显卡性能强悍显示效果绝佳，买的16的大屏幕看起来就是好，带独立数字键盘，用起来很方便，机身重量很轻，赶上京东6.18购买的，绝对是物有所值。,1
经常没信号、接不到电话，电池使用时间一般,0
才没用几天，就动不动断网，黑屏，我服了，我又不打游戏，就连网课也不能看，我服了?,0
便宜又实惠，买了好多，宝贝一如既往的好?，性价比非常高，大品牌值得信赖?，换购的，一直在用这个，效果很好，开心，好用，真的是一分钱一分货，这个价格还是不错的。,1
整个质感是非常好的，无论是做工还是细节都非常到位。刚开始使用时会有一定的不适应，但是整体下来感觉比一般的笔记本好用很多。,1
这次笔记本电脑好采没破损，机器运作正常。但是，快递公司这种操作应该如何评价呢？而且，送过来的快递哥说：你不签收就不能开箱验货先签收先签收如果开箱后发现有问题就去找售后不关他事。请看到的人评评吧！,0
一直特想入手苹果笔记本，后来经过比较购买pro，跟苹果手机一样让人爱不释手，特别是画面特清洗，运行速度也很快，入手喜欢的东西很开心。,1
机器很轻薄 运行速度也很快 颜值很高  色彩也很高,1
